purchase_date,Income,log_income
5/29/2024,4.245,0.627877695
5/29/2024,9.7,0.986771734
5/29/2024,1.395,0.144574208
5/29/2024,12.5,1.096910013
5/29/2024,4.475,0.65079304
5/29/2024,9.99,0.999565488
5/29/2024,9.7,0.986771734
5/29/2024,1.645,0.216165902
5/29/2024,5.5,0.740362689
5/29/2024,1.745,0.241795431
5/29/2024,10.975,1.040404529
5/29/2024,1.395,0.144574208
5/29/2024,2.475,0.393575203
5/29/2024,4.695,0.671635597
5/29/2024,9.7,0.986771734
5/29/2024,3.975,0.599337133
5/29/2024,7.245,0.86003839
5/29/2024,8.975,0.953034457
5/29/2024,9.99,0.999565488
5/29/2024,9.7,0.986771734
5/29/2024,1.395,0.144574208
5/29/2024,1.745,0.241795431
5/29/2024,17.425,1.241172787
5/29/2024,38.8,1.588831726
5/29/2024,1.655,0.218797998
5/29/2024,1.745,0.241795431
5/29/2024,1.745,0.241795431
5/29/2024,1.745,0.241795431
5/29/2024,1.395,0.144574208
5/29/2024,2.675,0.427323786
5/29/2024,1.745,0.241795431
5/29/2024,7.245,0.86003839
5/29/2024,4.695,0.671635597
5/29/2024,4.695,0.671635597
5/29/2024,6.445,0.809222922
5/29/2024,2.475,0.393575203
5/29/2024,3.945,0.596047008
5/29/2024,3.945,0.596047008
5/29/2024,1.745,0.241795431
5/29/2024,2.645,0.422425676
5/29/2024,3.945,0.596047008
5/29/2024,2.01,0.303196057
5/29/2024,1.745,0.241795431
5/29/2024,1.745,0.241795431
5/29/2024,4.475,0.65079304
5/29/2024,6.795,0.832189461
5/29/2024,19.345,1.286568734
5/29/2024,8.445,0.926599654
5/29/2024,1.645,0.216165902
5/29/2024,17.425,1.241172787
5/29/2024,3.25,0.511883361
5/29/2024,11.925,1.076458388
5/29/2024,1.645,0.216165902
5/29/2024,1.745,0.241795431
5/29/2024,4.695,0.671635597
5/29/2024,9.7,0.986771734
5/29/2024,9.7,0.986771734
5/29/2024,1.725,0.236789099
5/29/2024,4.695,0.671635597
5/29/2024,1.745,0.241795431
5/29/2024,11.38,1.056142262
5/29/2024,1.745,0.241795431
5/29/2024,1.745,0.241795431
5/29/2024,1.745,0.241795431
5/29/2024,1.745,0.241795431
5/29/2024,1.645,0.216165902
5/29/2024,3.59,0.555094449
5/29/2024,2.545,0.405687787
5/29/2024,4.695,0.671635597
5/29/2024,3.495,0.54344718
5/29/2024,4.475,0.65079304
5/29/2024,1.725,0.236789099
5/29/2024,12.845,1.108734109
5/29/2024,9.72,0.987666265
5/29/2024,7.45,0.872156273
5/29/2024,1.395,0.144574208
5/29/2024,1.745,0.241795431
5/29/2024,260.82,2.416340891
5/29/2024,3.85,0.58546073
5/29/2024,9.99,0.999565488
5/29/2024,3.945,0.596047008
5/29/2024,4.695,0.671635597
5/29/2024,2.145,0.331427297
5/29/2024,1.745,0.241795431
5/29/2024,1.74,0.240549248
5/29/2024,36.92,1.567261692
5/29/2024,2.675,0.427323786
5/29/2024,7.645,0.88337749
5/29/2024,6.745,0.828981954
5/29/2024,12.845,1.108734109
5/29/2024,4.695,0.671635597
5/29/2024,9.9,0.995635195
5/29/2024,9.945,0.997604787
5/29/2024,10.245,1.010511963
5/29/2024,1.745,0.241795431
5/29/2024,1.745,0.241795431
5/29/2024,11.68,1.067442843
5/29/2024,7.95,0.900367129
5/29/2024,12,1.079181246
5/29/2024,1.745,0.241795431
5/29/2024,1.645,0.216165902
5/29/2024,7.645,0.88337749
5/29/2024,3.745,0.573451822
5/29/2024,1.745,0.241795431
5/29/2024,2.145,0.331427297
5/29/2024,1.745,0.241795431
5/29/2024,1.645,0.216165902
5/29/2024,9.78,0.990338855
5/29/2024,1.655,0.218797998
5/29/2024,1.645,0.216165902
5/29/2024,3.52,0.546542663
5/29/2024,1.745,0.241795431
5/29/2024,9.7,0.986771734
5/29/2024,1.745,0.241795431
5/29/2024,3.945,0.596047008
5/29/2024,4.695,0.671635597
5/29/2024,4.475,0.65079304
5/29/2024,9.895,0.995415799
5/29/2024,360.45,2.55684503
5/29/2024,4.695,0.671635597
5/29/2024,9.7,0.986771734
5/29/2024,3.945,0.596047008
5/29/2024,1.745,0.241795431
5/29/2024,9.7,0.986771734
5/29/2024,3.745,0.573451822
5/29/2024,6.745,0.828981954
5/29/2024,4.475,0.65079304
5/29/2024,18.44,1.265760917
5/29/2024,7.245,0.86003839
5/29/2024,4.45,0.648360011
5/29/2024,4.695,0.671635597
5/29/2024,9.7,0.986771734
5/29/2024,15.58,1.192567453
5/29/2024,4.695,0.671635597
5/29/2024,9.7,0.986771734
5/29/2024,19.9,1.298853076
5/29/2024,3.25,0.511883361
5/29/2024,8.445,0.926599654
5/29/2024,12.845,1.108734109
5/29/2024,4.425,0.645913275
5/29/2024,12.845,1.108734109
5/29/2024,3.495,0.54344718
5/29/2024,1.645,0.216165902
5/29/2024,11.735,1.069483094
5/29/2024,7.245,0.86003839
5/29/2024,28.98,1.462098381
5/29/2024,10.42,1.017867719
5/29/2024,1.745,0.241795431
5/29/2024,12,1.079181246
5/29/2024,4.015,0.60368555
5/29/2024,12.845,1.108734109
5/29/2024,7.04,0.847572659
5/29/2024,12.845,1.108734109
5/29/2024,12.845,1.108734109
5/29/2024,1.645,0.216165902
5/29/2024,18.445,1.26587866
5/29/2024,9.99,0.999565488
5/28/2024,2.495,0.39707055
5/28/2024,64.875,1.812077371
5/28/2024,4.695,0.671635597
5/28/2024,1.995,0.2999429
5/28/2024,17.425,1.241172787
5/28/2024,1.745,0.241795431
5/28/2024,12,1.079181246
5/28/2024,1.395,0.144574208
5/28/2024,9.7,0.986771734
5/28/2024,4.695,0.671635597
5/28/2024,1.645,0.216165902
5/28/2024,1.745,0.241795431
5/28/2024,1.745,0.241795431
5/28/2024,7.45,0.872156273
5/28/2024,1.745,0.241795431
5/28/2024,7.245,0.86003839
5/28/2024,1.745,0.241795431
5/28/2024,2.475,0.393575203
5/28/2024,1.745,0.241795431
5/28/2024,1.645,0.216165902
5/28/2024,9.78,0.990338855
5/28/2024,1.745,0.241795431
5/28/2024,1.745,0.241795431
5/28/2024,9.7,0.986771734
5/28/2024,1.745,0.241795431
5/28/2024,7.445,0.871864702
5/28/2024,4.18,0.621176282
5/28/2024,11.745,1.069853021
5/28/2024,1.745,0.241795431
5/28/2024,1.655,0.218797998
5/28/2024,1.745,0.241795431
5/28/2024,1.745,0.241795431
5/28/2024,6.98,0.843855423
5/28/2024,7.245,0.86003839
5/28/2024,7.245,0.86003839
5/28/2024,8.15,0.911157609
5/28/2024,1.645,0.216165902
5/28/2024,55.04,1.740678425
5/28/2024,6.98,0.843855423
5/28/2024,4.695,0.671635597
5/28/2024,4.245,0.627877695
5/28/2024,9.7,0.986771734
5/28/2024,4.695,0.671635597
5/28/2024,4.695,0.671635597
5/28/2024,4.475,0.65079304
5/28/2024,4.695,0.671635597
5/28/2024,6.795,0.832189461
5/28/2024,2.315,0.364550995
5/28/2024,2.33,0.367355921
5/28/2024,6.32,0.800717078
5/28/2024,9.7,0.986771734
5/28/2024,1.645,0.216165902
5/28/2024,4.475,0.65079304
5/28/2024,1.655,0.218797998
5/28/2024,1.745,0.241795431
5/28/2024,9.945,0.997604787
5/28/2024,9.7,0.986771734
5/28/2024,4.675,0.669781615
5/28/2024,14.98,1.175511813
5/28/2024,1.745,0.241795431
5/28/2024,1.645,0.216165902
5/28/2024,1.745,0.241795431
5/28/2024,12,1.079181246
5/28/2024,9.62,0.983175072
5/28/2024,4.425,0.645913275
5/28/2024,6.45,0.809559715
5/28/2024,9.7,0.986771734
5/28/2024,1.745,0.241795431
5/28/2024,1.745,0.241795431
5/28/2024,12.5,1.096910013
5/28/2024,4.695,0.671635597
5/28/2024,9.99,0.999565488
5/28/2024,1.645,0.216165902
5/28/2024,1.395,0.144574208
5/28/2024,1.745,0.241795431
5/28/2024,12.845,1.108734109
5/28/2024,2.4,0.380211242
5/28/2024,4.45,0.648360011
5/28/2024,7.475,0.873611197
5/28/2024,1.745,0.241795431
5/28/2024,4.45,0.648360011
5/28/2024,3.59,0.555094449
5/28/2024,19.345,1.286568734
5/28/2024,63.625,1.803627795
5/28/2024,10.42,1.017867719
5/28/2024,1.395,0.144574208
5/28/2024,1.745,0.241795431
5/28/2024,9.895,0.995415799
5/28/2024,4.695,0.671635597
5/28/2024,10.245,1.010511963
5/28/2024,9.7,0.986771734
5/28/2024,28.98,1.462098381
5/28/2024,3.995,0.601516784
5/28/2024,2.495,0.39707055
5/28/2024,2.745,0.438542349
5/28/2024,1.395,0.144574208
5/28/2024,7.945,0.900093902
5/28/2024,1.745,0.241795431
5/28/2024,10.98,1.04060234
5/28/2024,1.745,0.241795431
5/28/2024,1.745,0.241795431
5/28/2024,1.645,0.216165902
5/28/2024,1.745,0.241795431
5/28/2024,9.62,0.983175072
5/28/2024,11.925,1.076458388
5/28/2024,11.925,1.076458388
5/28/2024,4.985,0.697665163
5/28/2024,11.735,1.069483094
5/28/2024,1.655,0.218797998
5/28/2024,1.745,0.241795431
5/28/2024,9.62,0.983175072
5/28/2024,7,0.84509804
5/28/2024,10.42,1.017867719
5/28/2024,12,1.079181246
5/28/2024,5.895,0.770483809
5/28/2024,9.6,0.982271233
5/28/2024,10.245,1.010511963
5/28/2024,15.78,1.198106999
5/28/2024,2.745,0.438542349
5/28/2024,9.7,0.986771734
5/28/2024,11.28,1.0523091
5/28/2024,6.45,0.809559715
5/28/2024,6.1,0.785329835
5/28/2024,1.745,0.241795431
5/28/2024,2.675,0.427323786
5/28/2024,11.98,1.078456818
5/28/2024,9.7,0.986771734
5/28/2024,1.395,0.144574208
5/28/2024,6.745,0.828981954
5/28/2024,3.44,0.536558443
5/28/2024,1.745,0.241795431
5/28/2024,12.46,1.095518042
5/28/2024,1.395,0.144574208
5/28/2024,7,0.84509804
5/28/2024,4.695,0.671635597
5/28/2024,4.125,0.615423953
5/28/2024,4.475,0.65079304
5/28/2024,3.575,0.553276046
5/28/2024,3.745,0.573451822
5/28/2024,1.645,0.216165902
5/28/2024,2.475,0.393575203
5/28/2024,4.695,0.671635597
5/28/2024,14.745,1.168644777
5/28/2024,1.745,0.241795431
5/28/2024,2.145,0.331427297
5/28/2024,6.45,0.809559715
5/28/2024,1.395,0.144574208
5/28/2024,45,1.653212514
5/28/2024,1.67,0.222716471
5/28/2024,9.7,0.986771734
5/28/2024,4.475,0.65079304
5/28/2024,10.245,1.010511963
5/28/2024,1.645,0.216165902
5/28/2024,1.645,0.216165902
5/28/2024,3.945,0.596047008
5/28/2024,6.845,0.835373452
5/28/2024,11.445,1.058615797
5/28/2024,1.745,0.241795431
5/28/2024,10.245,1.010511963
5/28/2024,9.72,0.987666265
5/28/2024,8.895,0.949145952
5/28/2024,1.745,0.241795431
5/28/2024,1.645,0.216165902
5/28/2024,1.745,0.241795431
5/28/2024,6.745,0.828981954
5/28/2024,9.78,0.990338855
5/28/2024,1.745,0.241795431
5/28/2024,12.46,1.095518042
5/28/2024,1.645,0.216165902
5/28/2024,1.745,0.241795431
5/28/2024,7.245,0.86003839
5/28/2024,11.925,1.076458388
5/28/2024,9.7,0.986771734
5/28/2024,3.895,0.590507462
5/28/2024,19.345,1.286568734
5/28/2024,7.945,0.900093902
5/28/2024,6.45,0.809559715
5/28/2024,6.745,0.828981954
5/27/2024,6.975,0.843544212
5/27/2024,1.8,0.255272505
5/27/2024,2.92,0.465382851
5/27/2024,1.995,0.2999429
5/27/2024,9.7,0.986771734
5/27/2024,2.675,0.427323786
5/27/2024,3.495,0.54344718
5/27/2024,26.98,1.431041945
5/27/2024,1.745,0.241795431
5/27/2024,11.38,1.056142262
5/27/2024,1.745,0.241795431
5/27/2024,7.95,0.900367129
5/27/2024,4.6,0.662757832
5/27/2024,9.7,0.986771734
5/27/2024,16.5,1.217483944
5/27/2024,2.4,0.380211242
5/27/2024,3.44,0.536558443
5/27/2024,4.695,0.671635597
5/27/2024,7.445,0.871864702
5/27/2024,1.645,0.216165902
5/27/2024,24.705,1.392784858
5/27/2024,1.745,0.241795431
5/27/2024,9.7,0.986771734
5/27/2024,4.695,0.671635597
5/27/2024,1.465,0.165837625
5/27/2024,8.975,0.953034457
5/27/2024,10.095,1.004106323
5/27/2024,13.76,1.138618434
5/27/2024,1.395,0.144574208
5/27/2024,9.7,0.986771734
5/27/2024,17.425,1.241172787
5/27/2024,10.18,1.007747778
5/27/2024,1.745,0.241795431
5/27/2024,9.7,0.986771734
5/27/2024,4.45,0.648360011
5/27/2024,9.7,0.986771734
5/27/2024,1.745,0.241795431
5/27/2024,6.45,0.809559715
5/27/2024,4.695,0.671635597
5/27/2024,1.745,0.241795431
5/27/2024,6.745,0.828981954
5/27/2024,11.445,1.058615797
5/27/2024,9.7,0.986771734
5/27/2024,4.675,0.669781615
5/27/2024,1.745,0.241795431
5/27/2024,7.065,0.849112166
5/27/2024,3.695,0.567614443
5/27/2024,13.475,1.129528774
5/27/2024,1.645,0.216165902
5/27/2024,107.325,2.030700897
5/27/2024,3.945,0.596047008
5/27/2024,1.745,0.241795431
5/27/2024,12,1.079181246
5/27/2024,1.745,0.241795431
5/27/2024,13.78,1.139249218
5/27/2024,1.645,0.216165902
5/27/2024,2.675,0.427323786
5/27/2024,6.745,0.828981954
5/27/2024,4.28,0.631443769
5/27/2024,8.44,0.926342447
5/27/2024,1.745,0.241795431
5/27/2024,16.745,1.223885152
5/27/2024,11.735,1.069483094
5/27/2024,12.845,1.108734109
5/27/2024,11.735,1.069483094
5/27/2024,3.44,0.536558443
5/27/2024,7.425,0.870696458
5/27/2024,7.245,0.86003839
5/27/2024,4.425,0.645913275
5/27/2024,7.245,0.86003839
5/27/2024,54.98,1.740204736
5/27/2024,1.745,0.241795431
5/27/2024,4.305,0.633973156
5/27/2024,2.675,0.427323786
5/27/2024,11.735,1.069483094
5/27/2024,12.46,1.095518042
5/27/2024,11.745,1.069853021
5/27/2024,14.995,1.17594647
5/27/2024,1.745,0.241795431
5/27/2024,8.15,0.911157609
5/27/2024,7.445,0.871864702
5/27/2024,3.495,0.54344718
5/27/2024,1.745,0.241795431
5/27/2024,18.445,1.26587866
5/27/2024,1.76,0.245512668
5/27/2024,3.945,0.596047008
5/27/2024,6.745,0.828981954
5/27/2024,1.745,0.241795431
5/27/2024,17.215,1.235907027
5/27/2024,1.745,0.241795431
5/27/2024,12,1.079181246
5/27/2024,4.695,0.671635597
5/27/2024,6.745,0.828981954
5/27/2024,1.745,0.241795431
5/27/2024,1.745,0.241795431
5/27/2024,19.305,1.285669806
5/27/2024,1.745,0.241795431
5/27/2024,9.98,0.999130541
5/27/2024,4.695,0.671635597
5/27/2024,1.655,0.218797998
5/27/2024,1.745,0.241795431
5/27/2024,11.925,1.076458388
5/27/2024,12.845,1.108734109
5/27/2024,24.705,1.392784858
5/27/2024,10.245,1.010511963
5/27/2024,1.745,0.241795431
5/27/2024,1.745,0.241795431
5/27/2024,39.825,1.600155784
5/27/2024,4.345,0.637989781
5/27/2024,1.745,0.241795431
5/27/2024,2.675,0.427323786
5/27/2024,1.995,0.2999429
5/27/2024,1.645,0.216165902
5/27/2024,4.695,0.671635597
5/27/2024,1.745,0.241795431
5/27/2024,12.845,1.108734109
5/27/2024,1.76,0.245512668
5/27/2024,12.845,1.108734109
5/27/2024,1.645,0.216165902
5/27/2024,1.645,0.216165902
5/27/2024,4.88,0.688419822
5/27/2024,1.645,0.216165902
5/27/2024,8.25,0.916453949
5/27/2024,6.98,0.843855423
5/27/2024,3.945,0.596047008
5/27/2024,3.695,0.567614443
5/27/2024,8.25,0.916453949
5/27/2024,1.645,0.216165902
5/27/2024,54.9,1.739572344
5/27/2024,4.95,0.694605199
5/27/2024,1.745,0.241795431
5/27/2024,4.945,0.694166296
5/27/2024,76.125,1.881527306
5/27/2024,1.76,0.245512668
5/27/2024,9.925,0.996730515
5/27/2024,1.745,0.241795431
5/27/2024,1.745,0.241795431
5/27/2024,1.745,0.241795431
5/27/2024,1.745,0.241795431
5/27/2024,1.76,0.245512668
5/27/2024,6.98,0.843855423
5/27/2024,7.395,0.868938178
5/27/2024,17.795,1.250297992
5/27/2024,8.25,0.916453949
5/27/2024,12.845,1.108734109
5/27/2024,8.895,0.949145952
5/27/2024,1.76,0.245512668
5/27/2024,8.445,0.926599654
5/27/2024,11.925,1.076458388
5/27/2024,3.25,0.511883361
5/27/2024,4.695,0.671635597
5/27/2024,123.625,2.092106305
5/26/2024,4.695,0.671635597
5/26/2024,9.7,0.986771734
5/26/2024,8.015,0.903903527
5/26/2024,3.25,0.511883361
5/26/2024,9.7,0.986771734
5/26/2024,2.675,0.427323786
5/26/2024,3.85,0.58546073
5/26/2024,1.745,0.241795431
5/26/2024,9.7,0.986771734
5/26/2024,7.425,0.870696458
5/26/2024,22.275,1.347817713
5/26/2024,1.745,0.241795431
5/26/2024,17.425,1.241172787
5/26/2024,9.7,0.986771734
5/26/2024,11.38,1.056142262
5/26/2024,2.595,0.414137362
5/26/2024,1.745,0.241795431
5/26/2024,9.7,0.986771734
5/26/2024,6.745,0.828981954
5/26/2024,12.845,1.108734109
5/26/2024,18.475,1.266584447
5/26/2024,1.745,0.241795431
5/26/2024,565.38,2.752340442
5/26/2024,5.895,0.770483809
5/26/2024,1.395,0.144574208
5/26/2024,4.695,0.671635597
5/26/2024,7.45,0.872156273
5/26/2024,1.17,0.068185862
5/26/2024,1.745,0.241795431
5/26/2024,4.695,0.671635597
5/26/2024,7.425,0.870696458
5/26/2024,4.45,0.648360011
5/26/2024,1.745,0.241795431
5/26/2024,9.7,0.986771734
5/26/2024,1.645,0.216165902
5/26/2024,1.645,0.216165902
5/26/2024,6.1,0.785329835
5/26/2024,1.76,0.245512668
5/26/2024,1.655,0.218797998
5/26/2024,13.26,1.122543524
5/26/2024,1.645,0.216165902
5/26/2024,2.675,0.427323786
5/26/2024,3.945,0.596047008
5/26/2024,4.695,0.671635597
5/26/2024,1.645,0.216165902
5/26/2024,1.725,0.236789099
